nesdis_id,nwsli,state_code,latitude_d,longitude_d,owner_code,pe1,pe2,pe3,pe4,pe5,pe6,pe7,pe8,pe9,pe10,pe11,pe12,pe13,pe14,pe15,pe16,pe17,pe18,pe19,pe20,pe21,p322,pe23,pe24,pe25
D101359A,BGET2,TX,32.6483,-99.0042,USGS01,HG,,,,,,,,,,,,,,,,,,,,,,,
DDD617F2,BGKT2,TX,32.7386,-94.2325,USGS01,TW,HG,HG,,,,,,,,,,,,,,,,,,,,,
DDECE054,BGMT2,TX,30.2861,-97.7086,USGS01,HG,,,,,,,,,,,,,,,,,,,,,,,
17B70016,BHUT2,TX,30.5428,-97.5825,USGS01,HP,PC,,,,,,,,,,,,,,,,,,,,,,
DE3215A4,BICT2,TX,34.6278,-100.94,USGS01,HG,PC,,,,,,,,,,,,,,,,,,,,,,
DDC6F39E,BIPT2,TX,30.1786,-94.1886,USGS01,HG,TW,HG,WV,PC,,,,,,,,,,,,,,,,,,,
CE29F5E4,BKBT2,TX,34.11,-98.5314,CESWT1,PC,HG,,,,,,,,,,,,,,,,,,,,,,
009141D6,BKCT2,TX,29.95,-101.13,USIBWC,HG,PC,VB,,,,,,,,,,,,,,,,,,,,,
16EB171C,BKFT2,TX,30.5122,-97.6367,USGS01,HG,,,,,,,,,,,,,,,,,,,,,,,
16F4E694,BKGT2,TX,32.8369,-98.9478,USGS01,HG,,,,,,,,,,,,,,,,,,,,,,,
DE90A588,BKHT2,TX,29.8278,-95.4692,USGS01,HG,,,,,,,,,,,,,,,,,,,,,,,
DDEDA1A4,BKLT2,TX,31.1961,-93.5719,USGS01,HP,PC,,,,,,,,,,,,,,,,,,,,,,
D105832E,BKTT2,TX,30.5194,-97.3383,USGS01,HG,HG,PC,,,,,,,,,,,,,,,,,,,,,
1747527E,BLBT2,TX,33.6453,-96.1639,USGS01,HP,,,,,,,,,,,,,,,,,,,,,,,
1778377A,BLDT2,TX,30.5775,-97.7806,USGS01,HP,PC,,,,,,,,,,,,,,,,,,,,,,
178106A8,BLET2,TX,31.07,-97.4411,USGS01,HG,VB,,,,,,,,,,,,,,,,,,,,,,
8841F508,BLGT2,TX,34.8286,-102.809,TXFSRA,PC,US,UD,TA,MT,XR,VB,MM,UR,UP,RW,,,,,,,,,,,,,
DD41207A,BLIT2,TX,31.7153,-100.026,USGS01,HG,TW,WC,,,,,,,,,,,,,,,,,,,,,
DE4C576A,BLKT2,TX,32.0406,-100.268,USGS01,HP,,,,,,,,,,,,,,,,,,,,,,,
DD3AB31C,BLNT2,TX,31.1061,-97.4744,USGS01,HP,PC,UD,US,,,,,,,,,,,,,,,,,,,,
DD3DF222,BLPT2,TX,31.0017,-97.4922,USGS01,HG,,,,,,,,,,,,,,,,,,,,,,,
DE5BC7A2,BLVT2,TX,30.0367,-98.2228,USGS01,HG,,,,,,,,,,,,,,,,,,,,,,,
DDE2715E,BMCT2,TX,32.695,-97.4469,USGS01,HG,,,,,,,,,,,,,,,,,,,,,,,
DE90AB5A,BMPT2,TX,29.7142,-95.3389,USGS01,HG,,,,,,,,,,,,,,,,,,,,,,,
DD77F0AC,BNBT2,TX,32.6506,-97.4483,USGS01,UD,US,PC,HP,HP,,,,,,,,,,,,,,,,,,,
CE275174,BNCT2,TX,32.5869,-97.5928,CESWF1,PC,,,,,,,,,,,,,,,,,,,,,,,
3265958A,BNET2,TX,30.5661,-98.0389,BLM001,PC,US,UD,TA,MT,XR,VB,MM,UR,UP,RW,,,,,,,,,,,,,
8841731C,BNHT2,TX,30.9856,-101.158,TXFSRA,PC,US,UD,TA,MT,XR,VB,PA,MM,UR,UP,RW,,,,,,,,,,,,
DE90DDCA,BNLT2,TX,31.0539,-97.4625,USGS01,HG,HG,,,,,,,,,,,,,,,,,,,,,,
17CEF362,BNPT2,TX,29.6564,-95.2289,USGS01,HG,,,,,,,,,,,,,,,,,,,,,,,
16758630,BNRT2,TX,33.8069,-97.8861,USGS01,HG,,,,,,,,,,,,,,,,,,,,,,,
D11BC3D2,BOCT2,TX,30.5378,-97.71,USGS01,HP,PC,,,,,,,,,,,,,,,,,,,,,,
17D7B1AA,BODT2,TX,33.7442,-95.9611,USGS01,HG,TW,WC,WP,WO,,,,,,,,,,,,,,,,,,,
DDD967F0,BOIT2,TX,33.6822,-95.9844,USGS01,HG,TW,WC,WP,WO,,,,,,,,,,,,,,,,,,,
D107D6A6,BOLT2,TX,29.3133,-95.8936,USGS01,HG,,,,,,,,,,,,,,,,,,,,,,,
DE5E901E,BOMT2,TX,33.5756,-96.1556,USGS01,HG,HG,,,,,,,,,,,,,,,,,,,,,,
D10346FE,BOQT2,TX,29.1833,-102.975,USGS01,HG,TW,WC,WP,WO,PC,,,,,,,,,,,,,,,,,,
DD04028A,BOYT2,TX,33.0853,-97.5583,USGS01,HG,PC,,,,,,,,,,,,,,,,,,,,,,
17E2409E,BPRT2,TX,33.2228,-97.8317,USGS01,HP,HP,PC,,,,,,,,,,,,,,,,,,,,,
CE6562C6,BPST2,TX,33.6219,-100.209,CESWT1,PC,HP,HG,TW,WC,,,,,,,,,,,,,,,,,,,
17E436C0,BRAT2,TX,31.1381,-99.3347,USGS01,TA,HG,PC,,,,,,,,,,,,,,,,,,,,,
17D767C2,BRDT2,TX,32.2433,-96.64,USGS01,HG,,,,,,,,,,,,,,,,,,,,,,,
DD8B254C,BRPT2,TX,33.2317,-97.6944,USGS01,PC,HG,,,,,,,,,,,,,,,,,,,,,,
CD05326E,BRQT2,TX,32.0408,-100.249,NOACRD,DY,DJ,XR,PC,PC,PC,US,UP,TV,MS,TV,MS,TV,MS,TV,MS,TV,MS,RW,DH,TA,PP,PC,
DDE074AA,BRTT2,TX,30.1044,-97.3192,USGS01,HG,PC,HG,,,,,,,,,,,,,,,,,,,,,
17B9B7F0,BRUT2,TX,30.5614,-97.6133,USGS01,HP,PC,,,,,,,,,,,,,,,,,,,,,,
DDCE712C,BRVT2,TX,31.0639,-93.5194,USGS01,HG,,,,,,,,,,,,,,,,,,,,,,,
DD8B40AA,BSAT2,TX,31.6436,-96.5786,USGS01,HP,,,,,,,,,,,,,,,,,,,,,,,
0091744C,BSCT2,TX,29.6639,-100.964,USIBWC,HG,PC,VB,,,,,,,,,,,,,,,,,,,,,
170D2660,BSGT2,TX,32.8044,-97.0097,USGS01,HG,PC,,,,,,,,,,,,,,,,,,,,,,
DDD16356,BSJT2,TX,30.9114,-98.0367,USGS01,HG,,,,,,,,,,,,,,,,,,,,,,,
17D79746,BSLT2,TX,33.08,-95.0019,USGS01,HP,PC,,,,,,,,,,,,,,,,,,,,,,
17152558,BSMT2,TX,29.8794,-97.9106,USGS01,HG,,,,,,,,,,,,,,,,,,,,,,,
17304690,BSNT2,TX,32.6039,-95.0914,USGS01,HG,,,,,,,,,,,,,,,,,,,,,,,
DE570320,BSWT2,TX,29.6306,-98.5653,USGS01,HG,PC,PC,,,,,,,,,,,,,,,,,,,,,
16F05020,BSYT2,TX,30.4692,-97.4633,USGS01,HG,,,,,,,,,,,,,,,,,,,,,,,
D10C0366,BTGT2,TX,31.5167,-98.5667,USGS01,PC,,,,,,,,,,,,,,,,,,,,,,,
DD3703F4,BTNT2,TX,30.3139,-101.741,USGS01,HG,PC,TW,WC,WP,WO,,,,,,,,,,,,,,,,,,
8840D11E,BTRT2,TX,30.2014,-97.3036,TXFSRA,PC,US,UD,TA,MT,XR,VB,MM,UR,UP,RW,,,,,,,,,,,,,
DDD201BE,BTVT2,TX,29.4811,-100.239,USGS01,HG,PC,,,,,,,,,,,,,,,,,,,,,,
D109E754,BUMT2,TX,32.1506,-97.4025,USGS01,HG,PC,,,,,,,,,,,,,,,,,,,,,,
DE90467A,BUZT2,TX,30.5942,-96.2972,USGS01,PC,HG,,,,,,,,,,,,,,,,,,,,,,
16784048,BVRT2,TX,33.8553,-97.9436,USGS01,HG,,,,,,,,,,,,,,,,,,,,,,,
DD140514,BVWT2,TX,33.2944,-96.4833,USGS01,PC,HG,,,,,,,,,,,,,,,,,,,,,,
DE58F536,BWDT2,TX,31.7364,-98.9753,USGS01,PC,HG,HG,,,,,,,,,,,,,,,,,,,,,
D101B38E,BWHT2,TX,29.7089,-95.5828,USGS01,HG,,,,,,,,,,,,,,,,,,,,,,,
D10870CC,BWRT2,TX,30.7469,-93.6083,USGS01,PC,HG,VB,,,,,,,,,,,,,,,,,,,,,
DE911A2E,BYBT2,TX,30.525,-97.7497,USGS01,HG,PC,,,,,,,,,,,,,,,,,,,,,,
8370A0DA,BZRT2,TX,29.1464,-95.3031,BLM001,PC,US,UD,TA,MT,XR,VB,MM,UR,UP,TX,TN,RW,,,,,,,,,,,
DD68C43A,CAAT2,TX,27.8828,-97.625,USGS01,HG,,,,,,,,,,,,,,,,,,,,,,,
83740518,CADT2,TX,32.6583,-94.1164,FWSBID,PC,US,UD,TA,MT,XR,VB,MM,UR,UP,RW,,,,,,,,,,,,,
DE56E228,CAHT2,TX,32.9569,-96.9069,USGS01,HG,,,,,,,,,,,,,,,,,,,,,,,
8841E67E,CAPT2,TX,34.4106,-101.049,TXFSRA,PC,US,UD,TA,MT,XR,VB,MM,UR,UP,RW,,,,,,,,,,,,,
DD8B03A0,CART2,TX,32.9658,-96.9442,USGS01,HG,PC,,,,,,,,,,,,,,,,,,,,,,
CE5A9C72,CAWT2,TX,29.8611,-98.1958,CESWF1,PC,UD,US,TA,XR,PA,VB,,,,,,,,,,,,,,,,,
00923048,CBBT2,TX,27.7064,-99.75,USIBWC,HG,PC,VB,,,,,,,,,,,,,,,,,,,,,
88406290,CBDT2,TX,31.0494,-98.525,TXFSRA,PC,US,UD,TA,MT,XR,VB,MM,UR,UP,RW,,,,,,,,,,,,,
DDEDB2D2,CBET2,TX,30.6056,-96.2986,USGS01,PC,HG,,,,,,,,,,,,,,,,,,,,,,
17B34626,CBST2,TX,29.7061,-96.5367,USGS01,HG,PC,HG,,,,,,,,,,,,,,,,,,,,,
DE33E7DA,CBVT2,TX,27.9375,-97.7756,USGS01,HG,PC,TW,WC,WP,WT,WO,,,,,,,,,,,,,,,,,
176D11C8,CCDT2,TX,28.4858,-98.2414,USGS01,HG,,,,,,,,,,,,,,,,,,,,,,,
DD6FC60E,CCGT2,TX,29.9733,-95.5983,USGS01,HG,,,,,,,,,,,,,,,,,,,,,,,
DE4C328C,CCRT2,TX,32.2814,-100.858,USGS01,HP,,,,,,,,,,,,,,,,,,,,,,,
162C7A78,CCST2,TX,32.4378,-98.9853,USGS01,HP,,,,,,,,,,,,,,,,,,,,,,,
DDDF2434,CCVT2,TX,28.7308,-97.1383,USGS01,HG,VB,,,,,,,,,,,,,,,,,,,,,,
0093813C,CDBT2,TX,31.7642,-106.451,USIBWC,HG,PC,VB,,,,,,,,,,,,,,,,,,,,,
17868288,CDCT2,TX,32.3925,-100.878,USGS01,HG,,,,,,,,,,,,,,,,,,,,,,,
32889366,CDDT2,TX,33.7408,-95.9222,DAFS00,PC,US,UD,TA,MT,XR,VB,MM,UR,UP,RW,,,,,,,,,,,,,
0090B3A8,CDET2,TX,30.175,-104.686,USIBWC,HG,PC,VB,,,,,,,,,,,,,,,,,,,,,
884116FA,CDHT2,TX,32.6092,-96.9931,TXFSRA,PC,US,UD,TA,MT,XR,VB,PA,MM,UR,UP,RW,,,,,,,,,,,,
