,50_rmse,50_cc,50_POD,50_FAR,50_CSI,75_rmse,75_cc,75_POD,75_FAR,75_CSI,95_rmse,95_cc,95_POD,95_FAR,95_CSI
"(66,140)",0.7219523678309716,0.4995806292475247,1.0,0.0,1.0,1.3235010182189266,0.1368253913029762,0.5238095238095238,0.3125,0.4230769230769231,2.034610185810296,-0.6368465275357266,0.0,1.0,0.0
"(66,141)",0.7826828881876826,0.4210211628677023,0.7590361445783133,0.08695652173913043,0.7078651685393258,1.461326563455633,0.029142140278110122,0.47619047619047616,0.23076923076923078,0.4166666666666667,2.337851497236865,-0.6144393124651539,0.0,1.0,0.0
"(66,142)",0.781649833961934,0.4120813061354529,0.7349397590361446,0.12857142857142856,0.6630434782608695,1.4201741604674625,0.04734333505236562,0.4523809523809524,0.32142857142857145,0.37254901960784315,2.353790169219412,-0.6078989597618751,0.0,1.0,0.0
"(66,143)",0.7983993069283556,0.4207778059700308,0.7469879518072289,0.11428571428571428,0.6813186813186813,1.3886048600446066,0.08508574545344881,0.42857142857142855,0.28,0.3673469387755102,2.246610930180849,-0.5008986192259485,0.0,1.0,0.0
"(66,144)",0.930949382350924,0.39048212373100766,0.7469879518072289,0.11428571428571428,0.6813186813186813,1.271056952929653,0.17710625506044925,0.5,0.25,0.42857142857142855,1.8461310495162733,-0.14960767848458173,0.1111111111111111,0.5,0.1
"(66,145)",0.9343931889464087,0.4156250401253815,0.7469879518072289,0.1388888888888889,0.6666666666666666,1.1754208863380928,0.2934058215818171,0.5238095238095238,0.2413793103448276,0.4489795918367347,1.5282652447079759,-0.10401555496214154,0.1111111111111111,0.5,0.1
"(66,146)",0.892364138134473,0.4311769921874534,0.6265060240963856,0.037037037037037035,0.611764705882353,1.3184150184668875,0.27764879292456063,0.47619047619047616,0.2,0.425531914893617,2.0174653016976243,-0.2627674720142703,0.1111111111111111,0.5,0.1
"(66,147)",0.8498969736335162,0.4208935897238637,0.6024096385542169,0.05660377358490566,0.5813953488372093,1.2575471753974432,0.2645266935913364,0.4523809523809524,0.17391304347826086,0.41304347826086957,2.1254317243834793,-0.45487444331283555,0.0,1.0,0.0
"(66,148)",0.8723115547581386,0.3857157123202573,0.5783132530120482,0.09433962264150944,0.5454545454545454,1.2364949769501659,0.24132388452170145,0.4523809523809524,0.17391304347826086,0.41304347826086957,2.0992478554191227,-0.4561513847225184,0.0,1.0,0.0
"(66,149)",0.9309369315461895,0.3523521665899409,0.5662650602409639,0.11320754716981132,0.5280898876404494,1.259718142376526,0.2276481546908801,0.35714285714285715,0.16666666666666666,0.3333333333333333,2.1455915395978398,-0.4358993822245269,0.0,1.0,0.0
"(66,150)",0.9533317555947953,0.3666522883209139,0.5662650602409639,0.11320754716981132,0.5280898876404494,1.317486129400376,0.28711333134030587,0.35714285714285715,0.21052631578947367,0.32608695652173914,2.3845824507777924,-0.34575248803280123,0.0,1.0,0.0
"(66,151)",0.9946876813512266,0.374168682471823,0.3780487804878049,0.06060606060606061,0.36904761904761907,0.9946876813512266,0.374168682471823,0.24390243902439024,0.16666666666666666,0.23255813953488372,2.568095134758334,-0.19687821943537512,0.1111111111111111,0.5,0.1
"(66,152)",1.0268164359999412,0.46027066985902554,0.3780487804878049,0.06060606060606061,0.36904761904761907,1.0268164359999412,0.46027066985902554,0.3170731707317073,0.13333333333333333,0.3023255813953488,2.4591735449078707,0.04720099052759464,0.1111111111111111,0.5,0.1
"(66,153)",,,,,,,,,,,,,,,
"(66,154)",,,,,,,,,,,,,,,
"(66,155)",,,,,,,,,,,,,,,
"(66,156)",,,,,,,,,,,,,,,
"(66,157)",,,,,,,,,,,,,,,
"(66,158)",1.3833416403914485,,0.0,,0.0,1.3833416403914485,,0.0,,0.0,1.3833416403914485,,0.0,,0.0
"(66,159)",1.3043828703851381,,0.0,,0.0,1.3043828703851381,,0.0,,0.0,1.3043828703851381,,0.0,,0.0
"(66,160)",1.2996718714262423,,0.0,,0.0,1.2996718714262423,,0.0,,0.0,1.2996718714262423,,0.0,,0.0
"(66,161)",2.207919359251021,0.7614265787411543,0.2891566265060241,0.07692307692307693,0.2823529411764706,2.207919359251021,0.7614265787411543,0.23809523809523808,0.0,0.23809523809523808,6.683390378696188,-0.04720227471997823,0.0,,0.0
"(66,162)",2.4608227893996393,0.7937538652811335,0.30120481927710846,0.038461538461538464,0.2976190476190476,2.4608227893996393,0.7937538652811335,0.2619047619047619,0.0,0.2619047619047619,8.40514657224111,-0.004645077174696005,0.0,,0.0
"(66,163)",3.0035419205741345,0.8007934963259087,0.5421686746987951,0.25,0.45918367346938777,5.304096534614345,0.7796809410879677,0.23809523809523808,0.0,0.23809523809523808,10.079089119653673,0.43835193894735136,0.0,,0.0
"(66,164)",2.891017378017198,0.7216234449183433,0.5783132530120482,0.26153846153846155,0.48,5.426066482465634,0.6880847189855382,0.5952380952380952,0.2647058823529412,0.49019607843137253,10.538132652569736,0.6984433947185897,0.0,,0.0
"(66,165)",2.7368608445417775,0.7161696836432867,0.5662650602409639,0.27692307692307694,0.46534653465346537,5.116745506051585,0.647289465414701,0.6190476190476191,0.2571428571428571,0.5098039215686274,8.414787947472947,0.8251544971629515,0.0,,0.0
"(66,166)",2.7988211892331867,0.702191232846787,0.5903614457831325,0.25757575757575757,0.49,5.258334599968867,0.5735419085240427,0.5952380952380952,0.2647058823529412,0.49019607843137253,6.179594363886957,0.8418963128286315,0.0,,0.0
"(66,167)",3.109018985877529,0.6430133745304921,0.5662650602409639,0.27692307692307694,0.46534653465346537,5.882672100311763,0.4284982767438898,0.6190476190476191,0.2777777777777778,0.5,6.261116334632668,0.6622739919356819,0.0,,0.0
"(66,168)",3.4762339216193543,0.6227847966294404,0.5783132530120482,0.26153846153846155,0.48,6.689057767703816,0.37090691580362656,0.5952380952380952,0.3055555555555556,0.4716981132075472,6.862284030272354,0.47770181850419535,0.0,,0.0
"(66,169)",5.088421654453644,0.49944787688430126,0.7469879518072289,0.19480519480519481,0.6326530612244898,7.18671590171693,0.2917705553858774,0.5952380952380952,0.2647058823529412,0.49019607843137253,5.27440449190915,0.829757873379703,0.0,,0.0
